name,description,accords.cítrico,accords.aromático,accords.fresco especiado,accords.amaderado,accords.lavanda,accords.fresco,calificationNumbers.ratingValue,calificationNumbers.bestRating,calificationNumbers.ratingCount,piramidFragrance.salida,piramidFragrance.corazon,piramidFragrance.base,piramidFragrance.ingredientes,accords.terrosos,accords.Floral amarillo,accords.dulce,accords.cálido especiado,accords.ozónico,accords.verde,accords.floral blanco,accords.almizclado,accords.atalcado,accords.nardos,accords.iris,accords.florales,accords.violeta,accords.rosas,accords.herbal,accords.especiado suave,accords.cuero,accords.ámbar,accords.afrutados,accords.pachulí,accords.avainillado,accords.almendrado,accords.anís,accords.nueces,accords.marino,accords.animálico,accords.salado,accords.balsámico,accords.acuático,accords.amielado,accords.oud,accords.ahumado,accords.cacao,accords.café,accords.metálico,accords.tabaco,accords.canela,accords.acerezado,accords.chocolate,accords.musgoso,accords.tropical,accords.lactónico,accords.alcanforados,accords.Whisky,accords.ron,accords.coco,accords.caramelo,accords.aldehídico,accords.jabonoso,accords.conífera,accords.mineral,accords.cera de abeja,accords.amargo,accords.champán,accords.alcohol,accords.vodka,accords.cannabis,accords.arena,accords.Vino,accords.coca-cola,accords.pegamento industrial,accords.cinta scotch,accords.arcilla,accords.asfalto,accords.vinyl,accords.Pear,accords.terpénico,accords.pelota de tenis,PerfumeURL,calificationText.MeEncanta,calificationText.MeGusta,calificationText.MeEsIndiferente,calificationText.NoMeGusta,calificationText.LaOdio,timeSeasons.Invierno,timeSeasons.Primavera,timeSeasons.Verano,timeSeasons.Otoño,timeDay.Dia,timeDay.Noche,longevity.escasa,longevity.débil,longevity.moderada,longevity.duradera,longevity.muy_duradera,sillage.suave,sillage.moderada,sillage.pesada,sillage.enorme,gender.femenino,gender.unisex_femenino,gender.unisex,gender.unisex_masculino,gender.masculino,price.extremadamente_costoso,price.ligeramente_costoso,price.precio_moderado,price.buen_precio,price.excelente_precio
Idylle Eau Sublime Guerlain para Mujeres,"Idylle Eau Sublime de Guerlain es una fragancia de la familia olfativa Chipre Floral para Mujeres. Idylle Eau Sublime se lanzó en 2011. La Nariz detrás de esta fragrancia es Thierry Wasser. Las Notas de Salida son agua de rosas y lichi; las Notas de Corazón son rosa, jazmín y durazno (melocotón); las Notas de Fondo son almizcle blanco y pachulí.",,,,,,53.61273192,4.04,5,1028,"['agua de rosas', 'lichi']","['rosa', 'jazmín', 'durazno (melocotón)']","['almizcle blanco', 'pachulí']",,,,47.67464301,,,,85.04983324,71.77651135,59.88628048,,,62.01010265,,100,,,,,93.1815562,53.89243273,,,,,,,,,,,,,,,,,,,,,57.16180423,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Idylle-Eau-Sublime-13065.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Idylle Love Blossom Guerlain para Mujeres,"Idylle Love Blossom de Guerlain es una fragancia de la familia olfativa Floral para Mujeres. Idylle Love Blossom se lanzó en 2014. La Nariz detrás de esta fragrancia es Thierry Wasser. Las Notas de Salida son lila, miel y hojas verdes; las Notas de Corazón son jazmín y rosa; las Notas de Fondo son almizcle y notas amaderadas.",,,,,,56.73585869,4.18,5,266,"['lila', 'miel', 'hojas verdes']","['jazmín', 'rosa']","['almizcle', 'notas amaderadas']",,,,53.18681846,,,58.696246,55.68816027,61.43400722,47.23815176,,,100,,54.6740615,,,,,,,,,,,,,,,,60.4202139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Idylle-Love-Blossom-28257.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insolence Guerlain para Mujeres,"Insolence de Guerlain es una fragancia de la familia olfativa Floral Frutal para Mujeres. Insolence se lanzó en 2006. Insolence fue creada por Maurice Roucel y Sylvaine Delacourte. Las Notas de Salida son frambuesa, bayas rojas, bergamota y limón (lima ácida); las Notas de Corazón son violeta, rosa y flor de azahar del naranjo; las Notas de Fondo son iris, haba tonka, resinas, almizcle y sándalo.",,,,59.84524507,,50.17281781,3.76,5,7941,"['frambuesa', 'bayas rojas', 'bergamota', 'limón (lima ácida)']","['violeta', 'rosa', 'flor de azahar del naranjo']","['iris', 'haba tonka', 'resinas', 'almizcle', 'sándalo']",,,,75.62585433,,,,,,99.26918571,,61.49531342,53.66481156,100,48.37141183,,,,54.29994142,84.72856864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Insolence-667.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insolence Eau de Parfum Guerlain para Mujeres,"Insolence Eau de Parfum de Guerlain es una fragancia de la familia olfativa Floral Frutal para Mujeres. Insolence Eau de Parfum se lanzó en 2008. Insolence Eau de Parfum fue creada por Sylvaine Delacourte y Maurice Roucel. La Nota de Salida es bayas rojas; las Notas de Corazón son violeta, iris y flor del naranjo africano; las Notas de Fondo son haba tonka, sándalo y notas amaderadas.",,,,70.83994804,,49.57361311,4.13,5,4409,['bayas rojas'],"['violeta', 'iris', 'flor del naranjo africano']","['haba tonka', 'sándalo', 'notas amaderadas']",,,,52.85001046,,,,,,94.84438475,,64.15652901,49.29232768,100,,,,,,52.47355036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Insolence-Eau-de-Parfum-4566.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insolence Eau de Parfum Guerlain para Mujeres,Insolence Eau de Parfum de Guerlain es una fragancia de la familia olfativa Floral Frutal para Mujeres. Insolence Eau de Parfum se lanzó en 2017.,,,,,,,4.12,5,1529,,,,"['violeta', 'notas atalcadas', 'iris', 'bayas rojas']",,,,,,,,,100,,54.2617388,,78.19354779,,,,,,44.00004288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Insolence-Eau-de-Parfum-58910.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insolence Eau de Toilette Guerlain para Mujeres,Insolence Eau de Toilette de Guerlain es una fragancia de la familia olfativa Floral Frutal para Mujeres. Insolence Eau de Toilette se lanzó en 2017.,,,,44.66840111,,51.47765758,4.11,5,1089,,,,"['violeta', 'iris', 'bayas rojas', 'flor de azahar del naranjo']",,,48.84782509,,,,47.77557168,,87.33680223,,63.34752841,49.33251175,100,,,,,,57.03062668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Insolence-Eau-de-Toilette-58912.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insolence Eau Glacée Guerlain para Mujeres,Insolence Eau Glacée de Guerlain es una fragancia de la familia olfativa Floral Frutal para Mujeres. Insolence Eau Glacée se lanzó en 2009.,50.3635582,,,45.19779736,,71.56574651,4.06,5,986,,,,"['violeta', 'iris', 'manzana verde', 'cítricos', 'bayas rojas']",45.03336711,,,,,,,,88.39566637,,67.58288042,49.12083807,100,,,,,,70.72747464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Insolence-Eau-Glacee-5576.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Insolence Guerlain para Mujeres,"My Insolence de Guerlain es una fragancia de la familia olfativa Floral Frutal para Mujeres. My Insolence se lanzó en 2007. My Insolence fue creada por Christophe Raynaud y Sylvaine Delacourte. Las Notas de Salida son frambuesa y cítricos; las Notas de Corazón son flor del almendro y jazmín; las Notas de Fondo son vainilla, haba tonka y pachulí.",,,,,,,3.95,5,3116,"['frambuesa', 'cítricos']","['flor del almendro', 'jazmín']","['vainilla', 'haba tonka', 'pachulí']",,,,100,44.3085089,,,48.25775786,,,,,78.80828593,,,,,,44.71850901,77.79261249,46.84236287,84.14399765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/My-Insolence-1657.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jicky Guerlain para Mujeres,"Jicky de Guerlain es una fragancia de la familia olfativa Oriental Fougère para Mujeres. Jicky se lanzó en 1889. La Nariz detrás de esta fragrancia es Aime Guerlain. Las Notas de Salida son romero, bergamota, limón (lima ácida) y mandarina; las Notas de Corazón son lavanda, haba tonka, raíz de lirio, albahaca y jazmín; las Notas de Fondo son vainilla, cuero, especias, benjuí, sándalo, ámbar y palo de rosa de Brasil.",81.14499717,100,86.30135123,64.45288612,76.13500798,,4.16,5,2772,"['romero', 'bergamota', 'limón (lima ácida)', 'mandarina']","['lavanda', 'haba tonka', 'raíz de lirio', 'albahaca', 'jazmín']","['vainilla', 'cuero', 'especias', 'benjuí', 'sándalo', 'ámbar', 'palo de rosa de Brasil']",,,,47.65852017,53.30559753,,,,,54.89205233,,,,,,,,,60.43637353,,,73.28540433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Jicky-103.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angélique Noire Guerlain para Hombres y Mujeres,"Angélique Noire de Guerlain es una fragancia de la familia olfativa Oriental Floral para Hombres y Mujeres. Angélique Noire se lanzó en 2005. La Nariz detrás de esta fragrancia es Daniela Andrier. Las Notas de Salida son angélica, pera y pimienta rosa; las Notas de Corazón son jazmín y alcaravea; las Notas de Fondo son vainilla, angélica y cedro.",,,,44.0200143,,,4.38,5,3665,"['angélica', 'pera', 'pimienta rosa']","['jazmín', 'alcaravea']","['vainilla', 'angélica', 'cedro']",,,,60.95752919,,,,50.13396474,100,93.06379557,,,,,,,,,83.50822016,52.41350965,,97.09584227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Angelique-Noire-1021.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bois d'Armenie Guerlain para Hombres y Mujeres,"Bois d'Armenie de Guerlain es una fragancia de la familia olfativa Oriental Amaderada para Hombres y Mujeres. Bois d'Armenie se lanzó en 2006. La Nariz detrás de esta fragrancia es Annick Menardo. Las Notas de Salida son incienso, iris y pimienta rosa; las Notas de Corazón son benjuí, madera de gaiac y cilantro; las Notas de Fondo son bálsamo de copaiba, pachulí y almizcle blanco.",,,,66.23738053,,,4.38,5,1552,"['incienso', 'iris', 'pimienta rosa']","['benjuí', 'madera de gaiac', 'cilantro']","['bálsamo de copaiba', 'pachulí', 'almizcle blanco']",,,,,59.99500135,,,,,45.54777987,,47.64422399,,,,,,,100,,,,,,,,,,61.43918518,,,,52.51210144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Bois-d-Armenie-3811.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cherry Oud Guerlain para Hombres y Mujeres,Cherry Oud de Guerlain es una fragancia de la familia olfativa Cuero para Hombres y Mujeres. Esta fragrancia es nueva. Cherry Oud se lanzó en 2022. La Nariz detrás de esta fragrancia es Delphine Jelk. Las Notas de Salida son cereza y notas afrutadas; las Notas de Corazón son rosa turca y rosa de Bulgaria (rosa Damascena de Bulgaria); las Notas de Fondo son madera de oud y cuero.,,,44.00019095,,,,3.82,5,576,"['cereza', 'notas afrutadas']","['rosa turca', 'rosa de Bulgaria (rosa Damascena de Bulgaria)']","['madera de oud', 'cuero']",,,,86.91160926,,,,,,,,,,,66.1765087,,,96.17664509,,87.82340946,,,,,47.49988065,,63.08832255,,,,,100,49.85289805,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Cherry-Oud-76302.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cruel Gardénia Guerlain para Mujeres,"Cruel Gardénia de Guerlain es una fragancia de la familia olfativa Floral para Mujeres. Cruel Gardénia se lanzó en 2008. Cruel Gardénia fue creada por Randa Hammami y Sylvaine Delacourte. Las Notas de Salida son neroli, rosa y durazno (melocotón); las Notas de Corazón son gardenia, violeta y ylang-ylang; las Notas de Fondo son almizcle, haba tonka, sándalo y vainilla.",,,,62.77940433,,,4.13,5,1334,"['neroli', 'rosa', 'durazno (melocotón)']","['gardenia', 'violeta', 'ylang-ylang']","['almizcle', 'haba tonka', 'sándalo', 'vainilla']",,,57.70728268,66.5220657,,,,98.83739289,88.86000276,100,,,53.71621932,64.59815749,,,,,,,,59.63119089,,,,,,,,,,,,,,,,,,,,,55.10898723,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Cruel-Gardenia-2283.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuir Béluga Guerlain para Hombres y Mujeres,"Cuir Béluga de Guerlain es una fragancia de la familia olfativa Cuero para Hombres y Mujeres. Cuir Béluga se lanzó en 2005. La Nariz detrás de esta fragrancia es Olivier Polge. Las Notas de Salida son naranja tangerina y aldehídos; las Notas de Corazón son siempreviva y pachulí; las Notas de Fondo son vainilla, gamuza, heliotropo y ámbar.",,,,,,,4.35,5,3193,"['naranja tangerina', 'aldehídos']","['siempreviva', 'pachulí']","['vainilla', 'gamuza', 'heliotropo', 'ámbar']",,,,53.67858463,44.93050845,,,,46.57468178,81.05876959,,,,,,44.79690504,,56.49277017,53.70543629,,,100,44.03228749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Cuir-Beluga-1019.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embruns d'Ylang Guerlain para Hombres y Mujeres,"Embruns d'Ylang de Guerlain es una fragancia de la familia olfativa Floral para Hombres y Mujeres. Embruns d'Ylang se lanzó en 2019. La Nariz detrás de esta fragrancia es Thierry Wasser. Las Notas de Salida son sal y bergamota; las Notas de Corazón son ylang-ylang, jazmín sambac (sampaguita), clavos de olor y miel; las Notas de Fondo son iris, vainilla y pachulí.",,,,79.38872867,,,3.93,5,413,"['sal', 'bergamota']","['ylang-ylang', 'jazmín sambac (sampaguita)', 'clavos de olor', 'miel']","['iris', 'vainilla', 'pachulí']",,,100,78.22198611,66.78224227,,,62.73153067,,55.27773561,,55.92586971,,,,,,,,,54.95392155,55.60154968,,,,,,68.62950033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Embruns-d-Ylang-55251.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fève Gourmande Guerlain para Mujeres,Fève Gourmande de Guerlain es una fragancia de la familia olfativa Oriental Vainilla para Mujeres. Esta fragrancia es nueva. Fève Gourmande se lanzó en 2023. La Nariz detrás de esta fragrancia es Delphine Jelk.,,,,52.82004881,,,4.33,5,634,,,,"['cacao', 'ron', 'especias', 'Humo', 'rosa', 'pachulí', 'té']",,,45.1665707,100,,,,,,,,,,46.79992323,,,,,,,,,,,,,,,,,,50.99997258,88.10013435,,,,,,,,,,,,58.37350223,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Feve-Gourmande-87746.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herbes Troublantes Guerlain para Hombres y Mujeres,Herbes Troublantes de Guerlain es una fragancia de la familia olfativa Cítrica Aromática para Hombres y Mujeres. Herbes Troublantes se lanzó en 2021. La Nariz detrás de esta fragrancia es Thierry Wasser.,98.50160084,,51.7636517,,,,4.12,5,363,,,,"['notas herbales', 'almizcle blanco', 'flor de azahar del naranjo', 'bergamota']",,,50.05103832,,,100,79.94932848,80.66276456,59.68407594,,,,,,,,,,,,,,,,,47.58940876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Herbes-Troublantes-69275.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iris Ganache Guerlain para Mujeres,"Iris Ganache de Guerlain es una fragancia de la familia olfativa Oriental Amaderada para Mujeres. Iris Ganache se lanzó en 2007. La Nariz detrás de esta fragrancia es Thierry Wasser. Las Notas de Salida son chocolate blanco, canela y bergamota; las Notas de Corazón son iris, pachulí y cedro; las Notas de Fondo son vainilla, ámbar y almizcle blanco.",,,,74.66087849,,,4.34,5,918,"['chocolate blanco', 'canela', 'bergamota']","['iris', 'pachulí', 'cedro']","['vainilla', 'ámbar', 'almizcle blanco']",,64.7544102,,85.22814634,60.7034216,,,,,100,,93.98981807,,61.99518529,,,,,53.04234579,,,71.6817554,,,,,,,,,,,,,,,,54.06945815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Iris-Ganache-3810.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iris Torréfié Guerlain para Hombres y Mujeres,"Iris Torréfié de Guerlain es una fragancia de la familia olfativa Oriental Vainilla para Hombres y Mujeres. Iris Torréfié se lanzó en 2020. La Nariz detrás de esta fragrancia es Delphine Jelk. Las Notas de Salida son cardamomo, café y bergamota; las Notas de Corazón son iris y almizcle ambreta; las Notas de Fondo son cuero, té, vainilla y ámbar.",,57.06303327,,,,,4.21,5,744,"['cardamomo', 'café', 'bergamota']","['iris', 'almizcle ambreta']","['cuero', 'té', 'vainilla', 'ámbar']",,57.99989755,,,78.57556821,,,,61.6766673,82.26104582,,100,62.50750048,65,,,,58.81331499,,,,,,,,,,,,,,,,,58.81331499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Iris-Torrefie-62527.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasmin Bonheur Guerlain para Hombres y Mujeres,"Jasmin Bonheur de Guerlain es una fragancia de la familia olfativa Floral Frutal para Hombres y Mujeres. Esta fragrancia es nueva. Jasmin Bonheur se lanzó en 2022. La Nariz detrás de esta fragrancia es Delphine Jelk. Las Notas de Salida son chabacano y bergamota; las Notas de Corazón son jazmín, flor de azahar del naranjo y rosa; la Nota de Fondo es iris.",61.89300911,,,,,,3.6,5,289,"['chabacano', 'bergamota']","['jazmín', 'flor de azahar del naranjo', 'rosa']",['iris'],,47.96795232,,,,,,100,,69.04271844,,74.9198808,51.33685483,52.4599404,,,,,,49.98922299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Jasmin-Bonheur-78577.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joyeuse Tubéreuse Guerlain para Hombres y Mujeres,"Joyeuse Tubéreuse de Guerlain es una fragancia de la familia olfativa Floral para Hombres y Mujeres. Joyeuse Tubéreuse se lanzó en 2017. Joyeuse Tubéreuse fue creada por Delphine Jelk y Thierry Wasser. La Nota de Salida es notas verdes; las Notas de Corazón son nardos, azucena y jazmín sambac (sampaguita); las Notas de Fondo son vainilla, sándalo y vetiver.",,,,48.67295173,,,4.33,5,730,['notas verdes'],"['nardos', 'azucena', 'jazmín sambac (sampaguita)']","['vainilla', 'sándalo', 'vetiver']",,,,,,,77.24185049,100,,45.27544586,62.89679517,,,,,,,,,,,58.44768688,,,,,46.01700971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Joyeuse-Tubereuse-43477.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Musc Outreblanc Guerlain para Hombres y Mujeres,"Musc Outreblanc de Guerlain es una fragancia de la familia olfativa Almizcle Floral Amaderado para Hombres y Mujeres. Esta fragrancia es nueva. Musc Outreblanc se lanzó en 2022. La Nariz detrás de esta fragrancia es Delphine Jelk. Las Notas de Salida son almizcle blanco, neroli y almizcle ambreta; las Notas de Corazón son iris, flor de azahar del naranjo y rosa de Bulgaria (rosa Damascena de Bulgaria); las Notas de Fondo son leche, sándalo y ámbar blanco.",54.50338273,,,46.48781143,,,3.8,5,476,"['almizcle blanco', 'neroli', 'almizcle ambreta']","['iris', 'flor de azahar del naranjo', 'rosa de Bulgaria (rosa Damascena de Bulgaria)']","['leche', 'sándalo', 'ámbar blanco']",,,,45.13133591,,,,64.93159364,100,79.46681701,,56.92316366,50.754564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.21799828,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Musc-Outreblanc-71280.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myrrhe & Delires Guerlain para Hombres y Mujeres,"Myrrhe & Delires de Guerlain es una fragancia de la familia olfativa Oriental Amaderada para Hombres y Mujeres. Myrrhe & Delires se lanzó en 2012. La Nariz detrás de esta fragrancia es Thierry Wasser. Las Notas de Salida son toronja (pomelo) y bergamota; las Notas de Corazón son osmanto (olivo oloroso), hojas de violeta, rosa y jazmín; las Notas de Fondo son mirra, regaliz, haba tonka, incienso, vainilla y pachulí.",62.65308579,53.5816552,,,,,4.24,5,373,"['toronja (pomelo)', 'bergamota']","['osmanto (olivo oloroso)', 'hojas de violeta', 'rosa', 'jazmín']","['mirra', 'regaliz', 'haba tonka', 'incienso', 'vainilla', 'pachulí']",,,,68.67823661,68.61033223,47.36468689,,,,,,,56.93276121,,,,65.42873934,,100,,,65.29342623,,,,,,,72.02934262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Myrrhe-Delires-14203.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Néroli Outrenoir Guerlain para Hombres y Mujeres,"Néroli Outrenoir de Guerlain es una fragancia de la familia olfativa Cítrica Aromática para Hombres y Mujeres. Néroli Outrenoir se lanzó en 2016. Néroli Outrenoir fue creada por Thierry Wasser y Delphine Jelk. Las Notas de Salida son petit grain, bergamota, naranja tangerina, limón (lima ácida) y toronja (pomelo); las Notas de Corazón son té, neroli, flor de azahar del naranjo, Humo y Notas terrosas; las Notas de Fondo son mirra, vainilla, benjuí, almizcle ambreta y musgo de roble.",100,52.03474017,50.60567771,,,48.78588511,4.31,5,1270,"['petit grain', 'bergamota', 'naranja tangerina', 'limón (lima ácida)', 'toronja (pomelo)']","['té', 'neroli', 'flor de azahar del naranjo', 'Humo', 'Notas terrosas']","['mirra', 'vainilla', 'benjuí', 'almizcle ambreta', 'musgo de roble']",,,,,,,63.23070071,64.47100628,,,,,,,,,,,47.01285812,,,,,,,,,,,,,,45.83998993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Neroli-Outrenoir-40345.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Néroli Plein Sud Guerlain para Hombres y Mujeres,"Néroli Plein Sud de Guerlain es una fragancia de la familia olfativa Oriental Floral para Hombres y Mujeres. Esta fragrancia es nueva. Néroli Plein Sud se lanzó en 2024. La Nariz detrás de esta fragrancia es Delphine Jelk. Las Notas de Salida son jengibre, cúrcuma (azafrán de la India) y canela; las Notas de Corazón son neroli y flor del naranjo tunesino; las Notas de Fondo son vetiver y sándalo.",77.96858789,52.09223284,,57.20654002,,54.16729276,3.96,5,269,"['jengibre', 'cúrcuma (azafrán de la India)', 'canela']","['neroli', 'flor del naranjo tunesino']","['vetiver', 'sándalo']",,49.4987657,,,100,,,89.19788201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Neroli-Plein-Sud-88607.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oud Nude Guerlain para Hombres y Mujeres,Oud Nude de Guerlain es una fragancia de la familia olfativa Amaderada para Hombres y Mujeres. Esta fragrancia es nueva. Oud Nude se lanzó en 2022. La Nariz detrás de esta fragrancia es Delphine Jelk.,,,,60.44438688,,,4.2,5,597,,,,"['frambuesa', 'madera de oud', 'almendra', 'vainilla Bourbon', 'sándalo', 'rosa', 'cedro del Atlas']",,,86.86686056,,,,,,53.35545063,,,,,54.79994348,,,,,100,,69.33347856,73.11141464,,55.86693121,,,,,,,73.33354921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Oud-Nude-76304.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patchouli Paris Guerlain para Hombres y Mujeres,"Patchouli Paris de Guerlain es una fragancia de la familia olfativa Almizcle Amaderado Floral para Hombres y Mujeres. Esta fragrancia es nueva. Patchouli Paris se lanzó en 2024. La Nariz detrás de esta fragrancia es Delphine Jelk. La Nota de Salida es aldehídos; la Nota de Corazón es iris; las Notas de Fondo son pachulí, ámbar gris y vainilla.",,,,76.86252817,,,3.7,5,277,['aldehídos'],['iris'],"['pachulí', 'ámbar gris', 'vainilla']",,67.72464659,,,65.00020488,,,,,50.74861709,,54.3114116,,,,,,,66.047941,,100,50.53882401,,,,,51.6287646,,64.89530834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Patchouli-Paris-95161.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose Barbare Guerlain para Hombres y Mujeres,"Rose Barbare de Guerlain es una fragancia de la familia olfativa Chipre Floral para Hombres y Mujeres. Rose Barbare se lanzó en 2005. La Nariz detrás de esta fragrancia es Francis Kurkdjian. Las Notas de Salida son rosa y aldehídos; las Notas de Corazón son rosa y alholva (fenogreco); las Notas de Fondo son miel, pachulí y notas amaderadas.",,,47.47858628,70.96530457,,52.76806242,4.13,5,1203,"['rosa', 'aldehídos']","['rosa', 'alholva (fenogreco)']","['miel', 'pachulí', 'notas amaderadas']",,,,52.13544553,46.529853,,,,,,,,64.28153619,,100,,,,,,63.059706,,,,,,,,,,74.27127517,,,,,,,,,,,,,,,,,,67.94664267,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Rose-Barbare-1020.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rose Chérie Guerlain para Mujeres,Rose Chérie de Guerlain es una fragancia de la familia olfativa para Mujeres. Rose Chérie se lanzó en 2021. La Nariz detrás de esta fragrancia es Delphine Jelk.,,,,,,,4.11,5,631,,,,"['rosa de Bulgaria (rosa Damascena de Bulgaria)', 'rosa', 'violeta', 'heliotropo', 'almizcle', 'haba tonka']",,,,,,,,60.94077686,100,,,67.5547758,68.32127994,82.23045616,,,,,,,72.52223673,47.31542495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Rose-Cherie-69054.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santal Pao Rosa Guerlain para Hombres y Mujeres,Santal Pao Rosa de Guerlain es una fragancia de la familia olfativa para Hombres y Mujeres. Santal Pao Rosa se lanzó en 2021. La Nariz detrás de esta fragrancia es Delphine Jelk.,,59.93798312,,87.06352732,,,3.68,5,462,,,,"['sándalo', 'cardamomo', 'madera de oud', 'mirra', 'higo', 'Notas de frutos secos']",,,48.71434918,100,,,,,55.31039538,,,,,,,,,53.92998667,47.18031986,,,,,,,,,49.4302088,,,57.35566415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fragrantica.es/perfume/Guerlain/Santal-Pao-Rosa-69065.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
